state	Year	tax_state	cost_per_pack	tax_percent	tax_revenue	tax_dollar	sales_per_capita	index	price_cpi
Missouri	2002	0.17	3.081	18.2	94890000	0.56	99.2	179.875	3.93956914523975
Missouri	2003	0.17	3.161	17.7	105034591	0.56	106.4	183.95833333333334	3.952144960362401
Missouri	2004	0.17	3.088	18.1	100046926	0.56	105	188.88333333333333	3.7602047119032913
Missouri	2005	0.17	3.186	17.6	101284476	0.56	103.4	195.29166666666666	3.752233838276083
Missouri	2006	0.17	3.251	17.2	102961983	0.56	105.1	201.59166666666667	3.709131495184159
Missouri	2007	0.17	3.358	16.7	99969195	0.56	100.6	207.34241666666668	3.724949349083983
Missouri	2008	0.17	3.417	16.4	100064900	0.56	100.1	215.3025	3.6502595185843174
Missouri	2009	0.17	4.036	29.2	97731135	1.18	97.2	214.537	4.326899322727548
Missouri	2010	0.17	4.106	28.7	93970942	1.18	92.3	218.0555	4.330915753099555
Missouri	2011	0.17	4.299	27.4	92748361	1.18	91.1	224.93916666666667	4.395721806266139
Missouri	2012	0.17	4.239	27.8	91349531	1.18	89.4	229.59391666666667	4.246497529877933
Missouri	2013	0.17	4.387	26.9	89523695	1.18	87.4	232.95708333333334	4.331312813340082
Missouri	2014	0.17	4.553	25.9	84847006	1.18	82.6	236.73616666666666	4.423447480563806
Missouri	2015	0.17	4.532	26	84273554	1.18	81.8	237.017	4.3978280038984545
Missouri	2016	0.17	4.615	25.6	86274201	1.18	83.4	240.00716666666668	4.422576270291929
Missouri	2017	0.17	4.819	24.5	82344100	1.18	79.5	245.11958333333334	4.521752137987071
Missouri	2018	0.17	4.956	23.8	78287803	1.18	75.3	251.10683333333333	4.539422463612765
Missouri	2019	0.17	5.208	22.7	75182712	1.18	72.2	255.65741666666668	4.685332487583482
Montana	1970	0.08	0.347	46.1	6166869	0.16	111.2	38.825	2.055634256278171
Montana	1971	0.12	0.401	49.9	6995643	0.2	115.6	40.49166666666667	2.277752623996707
Montana	1972	0.12	0.409	48.9	10379102	0.2	122.2	41.81666666666666	2.249581506576325
Montana	1973	0.12	0.418	47.9	10343716	0.2	119.9	44.4	2.1653153153153153
Montana	1974	0.12	0.437	45.8	10549226	0.2	121.9	49.30833333333334	2.038397836741592
Montana	1975	0.12	0.453	44.2	10908482	0.2	123.7	53.81666666666667	1.9360173428305978
Montana	1976	0.12	0.476	42	11203768	0.2	124.9	56.90833333333333	1.923795577683409
Montana	1977	0.12	0.519	38.5	11479175	0.2	127	60.608333333333334	1.9695311425821533
Montana	1978	0.12	0.537	37.2	11618047	0.2	127.2	65.23333333333333	1.8933571793561574
Montana	1979	0.12	0.567	35.3	11336539	0.2	120.3	72.575	1.796899758870134
Montana	1980	0.12	0.604	33.1	11504367	0.2	122	82.40833333333333	1.685751845484882
Montana	1981	0.12	0.657	30.4	11436105	0.2	121.1	90.925	1.6619191641462743
Montana	1982	0.12	0.772	25.9	11649438	0.2	122.4	96.5	1.84
Montana	1983	0.12	0.913	35	10930021	0.32	113.7	99.6	2.108333333333334
Montana	1984	0.16	0.955	33.5	13072334	0.32	110.1	103.88333333333333	2.114391143911439
Montana	1985	0.16	1.02	31.4	13712206	0.32	103.6	107.56666666666666	2.1809730399752096
Montana	1986	0.16	1.062	30.1	12943445	0.32	97.8	109.60833333333333	2.2284801946324033
Montana	1987	0.16	1.153	27.8	12410773	0.32	91.7	113.625	2.3339053905390537
Montana	1988	0.16	1.23	26	11647130	0.32	87.1	118.25833333333333	2.392220421393841
Montana	1989	0.16	1.404	24.2	11398693	0.34	86.2	123.96666666666667	2.604893788652863
Montana	1990	0.16	1.436	23.7	12262620	0.34	84.7	130.65833333333333	2.527814273869507
Montana	1991	0.18	1.635	23.2	11888546	0.38	82.9	136.19166666666666	2.7611821574986233
Montana	1992	0.18	1.794	21.9	12452707	0.392	86.6	140.31666666666666	2.940634279605654
Montana	1993	0.18	1.513	27.8	13191145	0.42	86	144.45833333333334	2.4089299105855204
Montana	1994	0.1926	1.554	27	12852542	0.42	88.2	148.225	2.4113341204250296
Montana	1995	0.18	1.568	26.8	14227799	0.42	90.5	152.38333333333333	2.366663020890299
Montana	1996	0.18	1.649	25.5	13646453	0.42	87.3	156.85	2.4180427159706728
Montana	1997	0.18	1.754	23.9	14035657	0.42	88.9	160.51666666666665	2.5132592669504725
Montana	1998	0.18	1.963	21.4	14093529	0.42	89.1	163.00833333333333	2.769735698583917
Montana	1999	0.18	2.607	16.1	13131619	0.42	82.6	166.575	3.599639801891041
Montana	2000	0.18	2.71	19.2	12441859	0.52	75.5	172.2	3.6196283391405344
Montana	2001	0.18	3.093	16.8	12151610	0.52	74.8	177.06666666666666	4.017639307228916
Montana	2002	0.18	3.217	17.7	12120167	0.57	74.4	179.875	4.1134676858929815
Montana	2003	0.7	3.834	28.4	16740385	1.09	71.7	183.95833333333334	4.79358550396376
Montana	2004	0.7	3.94	27.7	43748031	1.09	68	188.88333333333333	4.797670519721168
Montana	2005	1.7	4.814	43.4	59519369	2.09	63.5	195.29166666666666	5.669571154256455
Montana	2006	1.7	4.914	42.5	82180007	2.09	51.6	201.59166666666667	5.606481749410937
Montana	2007	1.7	4.968	42.1	84579607	2.09	52.6	207.34241666666668	5.510883968507811
Montana	2008	1.7	5.008	41.7	85625847	2.09	52.6	215.3025	5.349868208683132
Montana	2009	1.7	5.766	47	81852136	2.71	49.8	214.537	6.181591054223746
Montana	2010	1.7	6.121	44.3	78492027	2.71	47.3	218.0555	6.456292090775055
Montana	2011	1.7	6.189	43.8	76430979	2.71	45.5	224.93916666666667	6.328244303089353
Montana	2012	1.7	6.128	44.2	77265829	2.71	45.5	229.59391666666667	6.138838608891714
Montana	2013	1.7	6.155	44	75664883	2.71	44.3	232.95708333333334	6.076870382062505
Montana	2014	1.7	6.296	43	74316187	2.71	43	236.73616666666666	6.116851600621508
Montana	2015	1.7	6.294	43.1	73322316	2.71	42.2	237.017	6.107663163401781
Montana	2016	1.7	6.444	42.1	74109375	2.71	42.2	240.00716666666668	6.175315598214775
Montana	2017	1.7	6.535	41.5	72871384	2.71	41.1	245.11958333333334	6.131905005550013
Montana	2018	1.7	6.692	40.5	66653461	2.71	37.2	251.10683333333333	6.129502648607067
Montana	2019	1.7	6.919	39.2	67151551	2.71	36.4	255.65741666666668	6.2246189480779774
Nebraska	1970	0.08	0.347	46.1	12529000	0.16	108.1	38.825	2.055634256278171
Nebraska	1971	0.13	0.411	51.1	14171000	0.21	108.6	40.49166666666667	2.334554435068944
Nebraska	1972	0.13	0.412	51	20623000	0.21	104.9	41.81666666666666	2.2660821044240733
Nebraska	1973	0.13	0.42	50	21119000	0.21	106.6	44.4	2.1756756756756754
Nebraska	1974	0.13	0.446	47.1	22153000	0.21	110.5	49.30833333333334	2.080378570221396
Nebraska	1975	0.13	0.468	44.9	22892000	0.21	114.1	53.81666666666667	2.0001238773614123
Nebraska	1976	0.13	0.481	43.7	23744000	0.21	118.1	56.90833333333333	1.9440035144237808
Nebraska	1977	0.13	0.536	39.2	23759000	0.21	117.7	60.608333333333334	2.0340437233603743
Nebraska	1978	0.13	0.554	37.9	23822000	0.21	117.4	65.23333333333333	1.9532958610117528
Nebraska	1979	0.13	0.595	35.3	23614000	0.21	116.1	72.575	1.8856355494316224
Nebraska	1980	0.13	0.609	34.5	23791000	0.21	116.3	82.40833333333333	1.6997067448680352
Nebraska	1981	0.13	0.697	31.6	23878000	0.22	117	90.925	1.763101457244982
Nebraska	1982	0.18	0.837	31.1	26594000	0.26	117.1	96.5	1.9949222797927462
Nebraska	1983	0.18	0.948	35.9	31636000	0.34	110.8	99.6	2.189156626506024
Nebraska	1984	0.18	0.958	35.5	31069000	0.34	107.7	103.88333333333333	2.1210332103321035
Nebraska	1985	0.18	1.04	32.7	30639000	0.34	105.1	107.56666666666666	2.2237372172296253
Nebraska	1986	0.23	1.137	34.3	32372000	0.39	103.1	109.60833333333333	2.3858587394510757
Nebraska	1987	0.23	1.233	35	37825000	0.43	101.3	113.625	2.495841584158416
Nebraska	1988	0.27	1.393	30.9	40486641	0.43	92.9	118.25833333333333	2.7092382495948137
Nebraska	1989	0.27	1.434	30	40792067	0.43	93.8	123.96666666666667	2.660553912342027
Nebraska	1990	0.27	1.522	28.3	39082338	0.43	89.9	130.65833333333333	2.6792014796862045
Nebraska	1991	0.27	1.695	27.7	39469181	0.47	92.4	136.19166666666666	2.8625099430949033
Nebraska	1992	0.27	1.772	26.5	38702772	0.47	90.6	140.31666666666666	2.904572989666231
Nebraska	1993	0.27	1.696	34.2	38832035	0.58	91.1	144.45833333333334	2.7002942024805305
Nebraska	1994	0.27	1.707	34	46309358	0.58	85.9	148.225	2.64874346432788
Nebraska	1995	0.34	1.755	33	48521230	0.58	88.5	152.38333333333333	2.6489117357541287
Nebraska	1996	0.34	1.848	31.4	47705434	0.58	86.2	156.85	2.7098501753267454
Nebraska	1997	0.34	1.946	29.8	48092261	0.58	85.5	160.51666666666665	2.7883708856816534
Nebraska	1998	0.34	2.146	27	44748964	0.58	79.7	163.00833333333333	3.0279433566791063
Nebraska	1999	0.34	2.883	20.1	48966120	0.58	86.8	166.575	3.9807294011706444
Nebraska	2000	0.34	3.095	22	44993900	0.68	77.6	172.2	4.133855981416958
Nebraska	2001	0.34	3.278	20.7	40607220	0.68	69.8	177.06666666666666	4.257944277108434
Nebraska	2002	0.34	3.867	26.6	45028920	1.03	77.3	179.875	4.94460041695622
Nebraska	2003	0.64	3.791	27.2	60863730	1.03	68.4	183.95833333333334	4.739823329558323
Nebraska	2004	0.64	3.619	28.5	68818560	1.03	61.8	188.88333333333333	4.4067943174799264
Nebraska	2005	0.64	3.648	28.2	68200320	1.03	61	195.29166666666666	4.296343076594837
Nebraska	2006	0.64	3.718	27.7	67026240	1.03	59.5	201.59166666666667	4.241941217808276
Nebraska	2007	0.64	3.764	27.4	67967040	1.03	60.1	207.34241666666668	4.175315470503905
Nebraska	2008	0.64	3.767	27.3	71763480	1.03	63.2	215.3025	4.024152065117684
Nebraska	2009	0.64	4.693	35.2	68243520	1.65	59.8	214.537	5.031253350237954
Nebraska	2010	0.64	4.979	33.1	63205440	1.65	55	218.0555	5.251736369869139
Nebraska	2011	0.64	5.107	32.3	62516160	1.65	53.5	224.93916666666667	5.221900736124953
Nebraska	2012	0.64	5.062	32.6	61948800	1.65	52.5	229.59391666666667	5.0709531720316345
Nebraska	2013	0.64	5.27	31.3	60778560	1.65	51.2	232.95708333333334	5.203104291384142
Nebraska	2014	0.64	5.326	31	56575680	1.65	47.3	236.73616666666666	5.174452291122958
Nebraska	2015	0.64	5.234	31.5	56103360	1.65	46.6	237.017	5.0790449630195305
Nebraska	2016	0.64	5.355	30.8	56137920	1.65	46.3	240.00716666666668	5.131721761086301
Nebraska	2017	0.64	5.498	30	53023680	1.65	43.4	245.11958333333334	5.158869735350263
Nebraska	2018	0.64	5.544	29.8	53278320	1.65	43.4	251.10683333333333	5.077998010143093
Nebraska	2019	0.64	5.776	28.6	50168160	1.65	40.6	255.65741666666668	5.196328811114092
Nevada	1970	0.1	0.44	40.9	8729000	0.18	189.5	38.825	2.6065679330328395
Nevada	1971	0.1	0.406	44.3	9366000	0.18	190.5	40.49166666666667	2.3061535295328257
Nevada	1972	0.1	0.403	44.7	10039000	0.18	198.6	41.81666666666666	2.216580310880829
Nevada	1973	0.1	0.419	43	10546000	0.18	201.5	44.4	2.1704954954954956
Nevada	1974	0.1	0.445	40.5	11130000	0.18	204.7	49.30833333333334	2.0757140442791955
Nevada	1975	0.1	0.449	40.1	11665000	0.18	205.2	53.81666666666667	1.9189222669557138
Nevada	1976	0.1	0.493	36.5	11756000	0.18	201.4	56.90833333333333	1.9925025626006736
Nevada	1977	0.1	0.543	33.1	11648000	0.18	190.8	60.608333333333334	2.06060772721023
Nevada	1978	0.1	0.571	31.5	11871000	0.18	187	65.23333333333333	2.0132345426673477
Nevada	1979	0.1	0.631	28.5	12128000	0.18	183.3	72.575	1.9997244230106785
Nevada	1980	0.1	0.633	28.4	12536000	0.18	177.7	82.40833333333333	1.7666902619071696
Nevada	1981	0.1	0.716	25.1	13794000	0.18	171.9	90.925	1.8111630464668682
Nevada	1982	0.1	0.819	22	14012000	0.18	165.1	96.5	1.952020725388601
Nevada	1983	0.1	0.998	31.1	14092000	0.31	159.2	99.6	2.304618473895583
Nevada	1984	0.15	1.093	28.4	17605891	0.31	136.6	103.88333333333333	2.419926199261993
Nevada	1985	0.15	1.066	29.1	20320667	0.31	146.7	107.56666666666666	2.279330647660366
Nevada	1986	0.15	1.14	27.2	20284792	0.31	142.6	109.60833333333333	2.3921538812438223
Nevada	1987	0.15	1.296	27.7	20932015	0.36	147.7	113.625	2.6233663366336635
Nevada	1988	0.2	1.456	24.7	28019991	0.36	141.9	118.25833333333333	2.831766612641815
Nevada	1989	0.2	1.737	29.3	29526100	0.51	137.9	123.96666666666667	3.2227211616025815
Nevada	1990	0.2	1.863	27.4	48131119	0.51	137.3	130.65833333333333	3.279469353912877
Nevada	1991	0.35	1.938	28.4	50229047	0.55	115.5	136.19166666666666	3.272887474759836
Nevada	1992	0.35	1.968	27.9	47894128	0.55	110	140.31666666666666	3.225846300035634
Nevada	1993	0.35	1.903	31	46349800	0.59	108.1	144.45833333333334	3.029870204788001
Nevada	1994	0.35	1.904	31	47907937	0.59	105.2	148.225	2.954427390791027
Nevada	1995	0.35	1.95	30.3	49960574	0.59	100.9	152.38333333333333	2.9432352619490323
Nevada	1996	0.35	1.985	29.7	51188921	0.59	99	156.85	2.910742747848263
Nevada	1997	0.35	2.006	29.4	53619000	0.59	95.6	160.51666666666665	2.874343266535147
Nevada	1998	0.35	2.258	26.1	57467347	0.59	102.4	163.00833333333333	3.1859720873165998
Nevada	1999	0.35	3.035	19.4	60977962	0.59	103.9	166.575	4.190604832657963
Nevada	2000	0.35	3.184	21.7	61016795	0.69	93.2	172.2	4.2527293844367025
Nevada	2001	0.35	3.221	21.4	63398000	0.69	90.5	177.06666666666666	4.1839043674698795
Nevada	2002	0.35	3.308	22.4	60595972	0.74	82.2	179.875	4.229826268241834
Nevada	2003	0.35	3.767	31.6	63945704	1.19	86.6	183.95833333333334	4.709816534541336
Nevada	2004	0.8	3.83	31.1	124101000	1.19	69.9	188.88333333333333	4.6637254036883435
Nevada	2005	0.8	3.752	31.7	130165920	1.19	69.7	195.29166666666666	4.41882654149776
Nevada	2006	0.8	3.78	31.5	131803093	1.19	68.5	201.59166666666667	4.312678268777645
Nevada	2007	0.8	4.026	29.6	130839518	1.19	65.5	207.34241666666668	4.465945824720701
Nevada	2008	0.8	4.028	29.5	130032657	1.19	61.9	215.3025	4.302969078389707
Nevada	2009	0.8	4.979	36.4	111131905	1.81	53.5	214.537	5.337867127814782
Nevada	2010	0.8	5.02	36.1	101634480	1.81	48.1	218.0555	5.294982240759806
Nevada	2011	0.8	5.23	34.6	98666160	1.81	45.7	224.93916666666667	5.347668073219797
Nevada	2012	0.8	5.181	34.9	95094310	1.81	43.1	229.59391666666667	5.190163647628585
Nevada	2013	0.8	5.287	34.2	95794651	1.81	43.2	232.95708333333334	5.219888498775704
Nevada	2014	0.8	5.326	34	92935920	1.81	41.6	236.73616666666666	5.174452291122958
Nevada	2015	0.8	6.388	44	105544640	2.81	46.4	237.017	6.198880249096056
Nevada	2016	1.8	6.361	44.2	162352531	2.81	30.9	240.00716666666668	6.09577630667973
Nevada	2017	1.8	6.446	43.6	191998080	2.81	36.3	245.11958333333334	6.048394746101818
Nevada	2018	1.8	6.705	41.9	170633520	2.81	31.6	251.10683333333333	6.141409931098384
Nevada	2019	1.8	6.812	41.3	174921930	2.81	32	255.65741666666668	6.128357316708655
New Hampshire	1970	0.07	0.341	48.4	13331935	0.165	265.7	38.825	2.0200901481004507
New Hampshire	1971	0.085	0.361	51.2	17820597	0.185	278	40.49166666666667	2.0505453797077586
New Hampshire	1972	0.11	0.369	51.5	24229304	0.19	296.2	41.81666666666666	2.029573535273017
New Hampshire	1973	0.11	0.379	50.1	23666198	0.19	279	44.4	1.9632882882882883
New Hampshire	1974	0.11	0.408	46.6	23476872	0.19	269.8	49.30833333333334	1.903126584417779
New Hampshire	1975	0.11	0.439	45.6	23912882	0.2	269.1	53.81666666666667	1.8761845772685042
New Hampshire	1976	0.12	0.45	44.4	28508000	0.2	290.5	56.90833333333333	1.818714306633475
New Hampshire	1977	0.12	0.497	40.2	27498000	0.2	278.8	60.608333333333334	1.8860442733397498
New Hampshire	1978	0.12	0.532	37.6	27463000	0.2	269.6	65.23333333333333	1.8757281553398057
New Hampshire	1979	0.12	0.553	36.2	26610000	0.2	254.6	72.575	1.7525318635893903
New Hampshire	1980	0.12	0.584	34.2	26373000	0.2	247.8	82.40833333333333	1.6299322479522702
New Hampshire	1981	0.12	0.67	29.9	27123000	0.2	245.4	90.925	1.6948034094033544
New Hampshire	1982	0.12	0.747	26.8	26934000	0.2	239.8	96.5	1.7804145077720208
New Hampshire	1983	0.12	0.905	36.5	26583000	0.33	232.9	99.6	2.0898594377510045
New Hampshire	1984	0.17	0.892	37	34316000	0.33	215.1	103.88333333333333	1.974907749077491
New Hampshire	1985	0.17	1	33	33552000	0.33	201.1	107.56666666666666	2.1382088627207936
New Hampshire	1986	0.17	1.02	32.4	33639000	0.33	195.9	109.60833333333333	2.1403482095339466
New Hampshire	1987	0.17	1.135	28.9	32327000	0.33	195.1	113.625	2.297469746974697
New Hampshire	1988	0.17	1.259	26.2	32515000	0.33	180.4	118.25833333333333	2.4486223662884927
New Hampshire	1989	0.17	1.359	27.2	32082000	0.37	172.9	123.96666666666667	2.521403603119118
New Hampshire	1990	0.17	1.539	26.6	37639000	0.41	152.4	130.65833333333333	2.7091268575802028
New Hampshire	1991	0.21	1.644	27.4	40860000	0.45	144.8	136.19166666666666	2.776381325338065
New Hampshire	1992	0.25	1.811	24.8	40608665	0.45	143.7	140.31666666666666	2.9684998218315712
New Hampshire	1993	0.25	1.578	31.1	41940913	0.49	148.9	144.45833333333334	2.512419959619267
New Hampshire	1994	0.25	1.639	29.9	43658153	0.49	153.8	148.225	2.5432282003710576
New Hampshire	1995	0.25	1.686	29.1	44765496	0.49	158.5	152.38333333333333	2.5447664880236247
New Hampshire	1996	0.25	1.766	27.7	45121750	0.49	158	156.85	2.5896079056423336
New Hampshire	1997	0.25	1.97	31	50638656	0.61	174.4	160.51666666666665	2.822759838023051
New Hampshire	1998	0.25	2.228	27.4	74917359	0.61	173.8	163.00833333333333	3.1436429630386997
New Hampshire	1999	0.37	3.139	24.2	72034018	0.76	171.7	166.575	4.3342038120966535
New Hampshire	2000	0.52	3.215	26.7	93587673	0.86	147.3	172.2	4.294134727061556
New Hampshire	2001	0.52	3.529	24.4	87461400	0.86	136.1	177.06666666666666	4.583979668674699
New Hampshire	2002	0.52	3.577	25.4	86158800	0.91	131.6	179.875	4.573787352328005
New Hampshire	2003	0.52	3.57	25.5	95760255	0.91	146.2	183.95833333333334	4.463510758776897
New Hampshire	2004	0.52	3.516	25.9	99326040	0.91	148.4	188.88333333333333	4.281372981558281
New Hampshire	2005	0.52	3.725	31.9	93439635	1.19	138.6	195.29166666666666	4.387027949647963
New Hampshire	2006	0.8	3.764	31.6	142008000	1.19	135.5	201.59166666666667	4.29442354594684
New Hampshire	2007	0.8	4.24	34.7	138573600	1.47	131.6	207.34241666666668	4.703330923203124
New Hampshire	2008	1.08	4.423	38.9	161215200	1.72	113.5	215.3025	4.724933523763077
New Hampshire	2009	1.33	5.878	47.5	190829172	2.79	116.6	214.537	6.301663582505581
New Hampshire	2010	1.78	5.964	46.8	229636416	2.79	97.1	218.0555	6.290692048583963
New Hampshire	2011	1.78	5.93	45.4	218390304	2.69	92.9	224.93916666666667	6.063417146117283
New Hampshire	2012	1.68	5.876	45.8	207917640	2.69	93.9	229.59391666666667	5.886392895862877
New Hampshire	2013	1.68	6.009	46.4	198896040	2.79	89.6	232.95708333333334	5.932723659758504
New Hampshire	2014	1.78	6.075	45.9	210527196	2.79	90.6	236.73616666666666	5.902140005364622
New Hampshire	2015	1.78	6.343	44	211540105	2.79	89.6	237.017	6.155212495306244
New Hampshire	2016	1.78	6.432	43.4	215563560	2.79	91.5	240.00716666666668	6.163815941607299
New Hampshire	2017	1.78	6.445	43.3	208028237	2.79	87.3	245.11958333333334	6.047456428579928
New Hampshire	2018	1.78	6.611	42.2	200202084	2.79	83.4	251.10683333333333	6.055311119238093
New Hampshire	2019	1.78	6.788	41.1	189399120	2.79	78.4	255.65741666666668	6.106765922756658
New Jersey	1970	0.14	0.417	52.8	120808000	0.22	120.7	38.825	2.4703155183515775
New Jersey	1971	0.14	0.421	52.3	125984000	0.22	125.1	40.49166666666667	2.3913562461411813
New Jersey	1972	0.19	0.489	55.2	137924000	0.27	128.4	41.81666666666666	2.6895974491829415
New Jersey	1973	0.19	0.502	53.8	168261000	0.27	120.2	44.4	2.6004504504504506
New Jersey	1974	0.19	0.528	51.1	169724000	0.27	121.4	49.30833333333334	2.462869697481832
New Jersey	1975	0.19	0.536	50.4	170266000	0.27	122.3	53.81666666666667	2.290740167234438
New Jersey	1976	0.19	0.569	47.5	170091000	0.27	122.4	56.90833333333333	2.2996632010543268
New Jersey	1977	0.19	0.619	43.6	171187000	0.27	122.8	60.608333333333334	2.3490169118658053
New Jersey	1978	0.19	0.635	42.5	172543000	0.27	123.9	65.23333333333333	2.2388860500766476
New Jersey	1979	0.19	0.664	40.7	172389000	0.27	123.8	72.575	2.104305890458147
New Jersey	1980	0.19	0.687	39.3	173132000	0.27	124.3	82.40833333333333	1.9174031752452223
New Jersey	1981	0.19	0.762	35.4	178888000	0.27	127.9	90.925	1.927522683530382
New Jersey	1982	0.24	0.921	34.7	178853000	0.32	126.3	96.5	2.1951295336787564
New Jersey	1983	0.24	1.011	40.6	216604000	0.41	121.3	99.6	2.3346385542168675
New Jersey	1984	0.25	1.047	39.2	220420000	0.41	117.8	103.88333333333333	2.318081180811808
New Jersey	1985	0.25	1.145	35.8	220409000	0.41	116.9	107.56666666666666	2.4482491478153086
New Jersey	1986	0.25	1.196	34.3	218338000	0.41	115.5	109.60833333333333	2.5096631947084314
New Jersey	1987	0.25	1.318	32.6	212502000	0.43	111.6	113.625	2.667898789878988
New Jersey	1988	0.27	1.395	30.8	225407000	0.43	107.8	118.25833333333333	2.713128038897893
New Jersey	1989	0.27	1.493	28.8	216937000	0.43	103	123.96666666666667	2.7700188222640496
New Jersey	1990	0.27	1.804	31	206978000	0.56	98.6	130.65833333333333	3.1756106894572356
New Jersey	1991	0.27	1.911	31.4	269551562	0.6	86.7	136.19166666666666	3.2272899712415106
New Jersey	1992	0.4	2.054	29.2	269134972	0.6	86.6	140.31666666666666	3.366813160707922
New Jersey	1993	0.4	1.829	35	257517600	0.64	82.9	144.45833333333334	2.912050764349581
New Jersey	1994	0.4	1.878	34.1	251644224	0.64	81.6	148.225	2.914083319278124
New Jersey	1995	0.4	1.943	32.9	256147750	0.64	81	152.38333333333333	2.9326698020343436
New Jersey	1996	0.4	1.946	32.9	251487000	0.64	79.1	156.85	2.8535543512910424
New Jersey	1997	0.4	2.083	30.7	245962500	0.64	77	160.51666666666665	2.9846744886304646
New Jersey	1998	0.4	2.732	38.1	318899400	1.04	72.6	163.00833333333333	3.8547722509074185
New Jersey	1999	0.8	3.397	30.6	409427600	1.04	63.6	166.575	4.690439741858022
New Jersey	2000	0.8	3.637	31.3	393178600	1.14	60.1	172.2	4.857781649245064
New Jersey	2001	0.8	3.798	30	388675200	1.14	57.7	177.06666666666666	4.93339608433735
New Jersey	2002	0.8	4.632	40.8	396183400	1.89	58.4	179.875	5.922779708130646
New Jersey	2003	1.5	5.47	44.6	612090375	2.44	48.1	183.95833333333334	6.8390486976217435
New Jersey	2004	2.05	5.617	49.7	760798400	2.79	43	188.88333333333333	6.839724697785229
New Jersey	2005	2.4	5.615	49.7	780657000	2.79	37.5	195.29166666666666	6.612929379133775
New Jersey	2006	2.4	5.989	49.5	788651400	2.965	37.7	201.59166666666667	6.832970939605638
New Jersey	2007	2.575	6.094	48.7	766473718	2.965	34.2	207.34241666666668	6.759928925943357
New Jersey	2008	2.575	6.222	47.7	764747319	2.965	34.2	215.3025	6.646741212944579
New Jersey	2009	2.575	7.147	51.9	728052925	3.71	32.6	214.537	7.662128210984585
New Jersey	2010	2.7	7.293	50.9	732240000	3.71	31.1	218.0555	7.692491131844875
New Jersey	2011	2.7	7.372	50.3	771157800	3.71	32.5	224.93916666666667	7.5378602362861065
New Jersey	2012	2.7	7.322	50.7	753264900	3.71	31.6	229.59391666666667	7.334950439671203
New Jersey	2013	2.7	7.37	50.3	733079700	3.71	30.6	232.95708333333334	7.276447557400594
New Jersey	2014	2.7	7.428	49.9	704600100	3.71	29.3	236.73616666666666	7.216641310263112
New Jersey	2015	2.7	7.38	50.3	683842500	3.71	28.3	237.017	7.161511621529257
New Jersey	2016	2.7	7.51	49.4	679403700	3.71	28.1	240.00716666666668	7.196868426845587
New Jersey	2017	2.7	7.579	49	660069000	3.71	27.3	245.11958333333334	7.11150849840299
New Jersey	2018	2.7	7.666	48.4	628149600	3.71	25.8	251.10683333333333	7.021632890648801
New Jersey	2019	2.7	8.061	46	579978900	3.71	24.1	255.65741666666668	7.252009443627197
New Mexico	1970	0.12	0.417	48	10731000	0.2	90	38.825	2.4703155183515775
New Mexico	1971	0.12	0.421	47.5	11258000	0.2	92.6	40.49166666666667	2.3913562461411813
New Mexico	1972	0.12	0.418	47.8	12233000	0.2	99.3	41.81666666666666	2.2990833001195696
New Mexico	1973	0.12	0.437	45.8	12574000	0.2	98.9	44.4	2.2637387387387387
New Mexico	1974	0.12	0.463	43.2	13252000	0.2	100.3	49.30833333333334	2.1596755112388033
New Mexico	1975	0.12	0.495	40.4	13876000	0.2	103.1	53.81666666666667	2.1155156395168784
New Mexico	1976	0.12	0.516	38.8	14101000	0.2	102.4	56.90833333333333	2.0854590716063846
New Mexico	1977	0.12	0.56	35.7	14347000	0.2	102.4	60.608333333333334	2.1251203079884506
New Mexico	1978	0.12	0.576	34.7	14717000	0.2	103.1	65.23333333333333	2.030863566683699
New Mexico	1979	0.12	0.626	32	14688000	0.2	101	72.575	1.9838787461246985
New Mexico	1980	0.12	0.63	31.7	15288000	0.2	102.7	82.40833333333333	1.7583173222772779
New Mexico	1981	0.12	0.694	28.8	16073000	0.2	103	90.925	1.755512785262579
New Mexico	1982	0.12	0.796	25.1	15542000	0.2	97.5	96.5	1.8972020725388603
New Mexico	1983	0.12	0.902	31	15700000	0.28	96.3	99.6	2.082931726907631
New Mexico	1984	0.12	0.955	28.7	15118000	0.28	88.9	103.88333333333333	2.114391143911439
New Mexico	1985	0.12	1.012	27.7	15319000	0.28	88	107.56666666666666	2.163867369073443
New Mexico	1986	0.12	1.102	28.1	15317000	0.31	88.2	109.60833333333333	2.3124154185356955
New Mexico	1987	0.15	1.137	27.2	18219078	0.31	82.3	113.625	2.3015181518151815
New Mexico	1988	0.15	1.272	24.4	17793231	0.31	77.7	118.25833333333333	2.473905996758509
New Mexico	1989	0.15	1.336	23.2	17172461	0.31	74.4	123.96666666666667	2.4787308416240923
New Mexico	1990	0.15	1.469	21.1	16304007	0.31	70.8	130.65833333333333	2.5859047133107977
New Mexico	1991	0.15	1.654	21.2	16083848	0.35	69.9	136.19166666666666	2.793269289604112
New Mexico	1992	0.15	1.722	20.3	16441366	0.35	71.4	140.31666666666666	2.8226155125311796
New Mexico	1993	0.15	1.584	28.4	15878331	0.45	69	144.45833333333334	2.521972887222382
New Mexico	1994	0.15	1.635	27.5	22387048	0.45	68.2	148.225	2.5370214201383035
New Mexico	1995	0.21	1.708	26.3	22995749	0.45	67	152.38333333333333	2.5779722191840753
